Identifiant;Titre;Description;Domaine;Sous-domaine;Type de producteur;Direction;Service;Sous-direction / département;Boîte fonctionnelle;Précision domaine;Mots-clés;Données géolocalisées;Lien1;Lien2;Fréquence de mise à jour;Volumétrie;Type de format;Autres formats;Couverture géographique1;Couverture géographique2;Statut ouverture;Date de mise à jour;Actif / Inactif;Couverture géographique;Perspectives de diffusion
CAT-0103;Base de données de gestion de la bibliothèque - musée Magnin;Notices d'ouvrages conservés dans le fonds du musée Magnin (17e - 21e siècles);Bibliothèques;;Service à compétence nationale;Musée Magnin;;;data-snum@culture.gouv.fr;;;;;http://ccbmn.culture.fr/;En continu;1850 notices;;Base de données;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0110;Liste des objets mobilier protégés au titre des Monuments historiques;Ensemble des objets protégés au titre des Monuments historiques (273 000 notices d'objet);Patrimoine;Monuments;Service à compétence nationale;Médiathèque de l’architecture et du patrimoine;;Service de la Documentation;mediatheque.patrimoine@culture.gouv.fr;Objets;"monument historique (MH) ; objet ; photographie";;https://data.culture.gouv.fr/explore/dataset/liste-des-objets-mobiliers-propriete-publique-classes-au-titre-des-monuments;https://www.pop.culture.gouv.fr/;En continu;Plus de 273 000 notices présentes dont 40% sont illustrées par au moins une photographie;CSV;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0131;Les ateliers scolaires et adultes proposés au sein des services d’archives;Recensement des ateliers et des cours pour les scolaires et pour les adultes, ainsi que des jeux et des mallettes, proposés par les services publics d'archives. Liste présentée par région puis par département et par service. Ces données couvrent les teliers scolaires et adultes proposés au sein des services d’archives à date;Archives;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service interministériel des Archives de France;Sous-direction du pilotage, de la communication et de la valorisation des archives;data-snum@culture.gouv.fr;;;;https://data.culture.gouv.fr/explore/dataset/les-activites-culturelles-et-pedagogiques-dans-les-services-darchives;;En continu;168 Ko;XLS;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0253;Liste des bénéficiaires des aides déconcentrées au spectace vivant (ADSV) : théâtre et arts associés;Liste des bénéficiaires des aides déconcentrées au spectacle vivant, dans le champ du théâtre et des arts associés (conventionnement et projet) : coordonnées des artistes, informations administratives et financières, répartition territoriales, montant global attribué au secteur chaque année, et autres données;Spectacle vivant;Théâtre;Administration centrale;Direction générale de la création artistique;Délégation au théâtre et aux arts associés;;data-snum@culture.gouv.fr;;;;https://data.culture.gouv.fr/explore/dataset/les-aides-deconcentrees-au-spectacle-vivant-adsv/;;NSP;;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0255;Liste des lauréats du dispositif Ecrire pour la rue;Liste des lauréats de l'appel à projet Ecrire pour la rue, dispositif co-financé avec la Société des Auteurs et Compositeurs Dramatiques (SACD);Spectacle vivant;Autre;Administration centrale;Direction générale de la création artistique;Délégation au théâtre et aux arts associés;;data-snum@culture.gouv.fr;Arts de la rue;appel à projet (AAP);;;;NSP;;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0314;Suivi administratif  Zone de protection du patrimoine architectural, urbain et paysager (ZPPA);Suivi de la publication aux recueils des actes administratifs (RAA) des Zone de protection du patrimoine architectural, urbain et paysager (ZPPA);Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Occitanie;;Pôle Patrimoines et Architecture/ Service régional de l'archéologie;data-snum@culture.gouv.fr;;;;;;Annuelle;25 Ko;ODS;;Occitanie;;Non ouvert;2021-11-15;Actif;Occitanie;Ouvrable
CAT-0329;Diffusion en ligne du catalogue des ouvrages de la bibliothèque;Diffusion en ligne du catalogue des ouvrages de la bibliothèque;Bibliothèques;;Service à compétence nationale;Archives nationales d’Outre-Mer;;;data-snum@culture.gouv.fr;;bibliothèque;;;http://bibliotheque.anom.archivesnationales.culture.gouv.fr/exl-php/cadcgp.php;En continu;+ 120000 références;;Base de données documentaire (Cadic);France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0668;Dossier de labellisation Architecture contemporaine remarquable (ACR) de Nouvelle-Aquitaine;Dossier de base de recensement : labellisation Architecture contemporaine remarquable (ACR);Patrimoine;;Direction régionale des affaires culturelles;DRAC Nouvelle Aquitaine;;;data-snum@culture.gouv.fr;;architecture contemporaine remarquable (ACR);;;;En continu;;;;Nouvelle-Aquitaine;;Non ouvert;2021-11-15;Actif;Nouvelle-Aquitaine;Ouvrable partiellement
CAT-0703;Ressources pédagogiques du portail Histoire des arts;Notices documentaires des ressources pédagogiques produites par les établissements culturels partenaires du site Histoire des arts.;Pluridisciplinaire;;Administration centrale;Délégation générale à la transmission aux territoires et à la démocratie culturelle;Sous-direction de la participation culturelle;Bureau des pratiques culturelles;histoiredesarts@culture.gouv.fr;;"éducation artistique et culturelle (EAC) ; géolocalisation";;https://data.culture.gouv.fr/explore/dataset/ressources-pedagogiques-pour-lenseignement-de-lhistoire-des-arts;https://histoiredesarts.culture.gouv.fr/;En continu;;;CSV;France entière;;Ouvert;2021-12-06;Actif;France entière;Ouvrable
CAT-0269;Inventaire des ressources linguistiques des langues de France;En partenariat avec la Délégation générale à la langue française et aux langues de France, ELDA (l'Agence pour la distribution des ressources linguistiques et l'évaluation) a réalisé un inventaire (non exhaustif) des ressources linguistiques disponibles pour les langues de France dans l'objectif de les utiliser par la communauté pour développer des technologies de traitement automatisé du langage;Langues;Langues de France;Administration centrale;Délégation générale à la langue française et aux langues de France;Mission langues et numérique;;data-snum@culture.gouv.fr;;;;;http://dglflf.elda.org;Annuelle;2300;XML;Accès sur site internet ou base de données (dump) de la base disponible sur demande àa la délégation au format PostgreSQL. Rapport au format Word de l'inventaire de 2019 également disponible;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0493;Base de données bibliographiques des bibliothèques des services patrimoniaux - DRAC Auvergne-Rhône Alpes;Système intégré de gestion de bibliothèque (SIGB);Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Auvergne-Rhône-Alpes;;;data-snum@culture.gouv.fr;;"bibliothèque ; bibliographie";;;;En continu;Tous documents confondus plus 10 Go;;pdf;Auvergne-Rhône-Alpes;;Non ouvert;2021-11-15;Actif;Auvergne-Rhône-Alpes;Ouvrable
CAT-0012;Inventaire des vestiges de la seconde guerre mondiale sur le littoral de la Manche et du Calvados;Inventaire fondamental des vestiges du Mur de l'Atlantique encore en élévation ou détruits, constitué dans le cadre du PCR regroupant la Drac, l'Université de Caen et l'INRAP;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Normandie;;;sra.normandie@culture.gouv.fr;;;;;;En continu;;;"Filemaker (FM12) ; shape";Normandie;;Non ouvert;2021-11-15;Actif;Normandie;Ouvrable partiellement
CAT-0644;Liste des projets de recherche accompagnés par le ministère de la Culture dans les champs du théâtre, cirque, marionnette, arts de la rue, conte, mime et arts du geste;"Liste des projets de recherche accompagnés par le ministère de la Culture dans les champs du théâtre, cirque, marionnette, arts de la rue, conte, mime et arts du geste nature des projets, répartition territoriale.
https://www.culture.gouv.fr/Sites-thematiques/Theatre-spectacles/Actualites/Resultats-de-l-appel-a-projets-recherche-en-theatre-cirque-marionnette-arts-de-la-rue-conte-mime-et-arts-du-geste-2019
https://www.culture.gouv.fr/Sites-thematiques/Theatre-spectacles/Actualites/Resultats-de-l-appel-a-projets-recherche-en-theatre-cirque-marionnette-arts-de-la-rue-conte-mime-et-arts-du-geste-2020
https://www.culture.gouv.fr/Sites-thematiques/Theatre-spectacles/Actualites/Resultats-de-l-appel-a-projets-recherche-en-theatre-cirque-marionnette-arts-de-la-rue-conte-mime-et-arts-du-geste-2021";Spectacle vivant;;Administration centrale;Direction générale de la création artistique;Sous-direction des enseignements spécialisés et supérieurs et de la recherche;Mission recherche;data-snum@culture.gouv.fr;"musique ; danse ; théâtre et arts associés";projet de recherche;;;https://www.culture.gouv.fr/Thematiques/Enseignement-superieur-et-Recherche/La-recherche-culturelle/Recherche-et-Creation/Resultats-de-l-edition-2023-2024-de-l-appel-a-projets-Recherche-en-theatre-cirque-marionnette-arts-de-la-rue-conte-mime-et-arts-du-geste;annuelle;un tableau excel;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0692;Liste des Maisons des Illustres et fréquentation;Liste des Maisons des Illustres et fréquentation, maisons labellisées;;;Administration centrale;Secrétariat Général;Département des études, de la prospective, des statistiques et de la documentation;;atlas.culture@culture.gouv.fr;;"statistiques ; lieu culturel";;https://data.culture.gouv.fr/explore/dataset/maisons-des-illustres/;;Annuelle;245 lignes;XLS;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0709;Fiche minimum de diffusion dans Joconde;Les musées de France publient eux-mêmes les données (notices texte et images) sur Joconde, catalogue collectif des collections des musées de France, grâce à POP, plateforme ouverte du patrimoine. La fiche minimum de diffusion précise les rubriques d’information essentielles à une mise en ligne cohérente sur Joconde.;Patrimoine;Musées;Administration centrale;Direction générale des patrimoines et de l'architecture;Service des musées de France;sous-direction des collections;;;référentiel;;;https://www.culture.gouv.fr/Thematiques/Musees/Pour-les-professionnels/Rendre-les-collections-accessibles-aux-publics/Assurer-la-diffusion-numerique-des-collections/Participer-a-Joconde-catalogue-collectif-des-collections-des-musees-de-France/Diffusion-sur-Joconde-catalogue-collectif-des-collections-des-musees-de-France/Fiche-minimum-de-diffusion-dans-Joconde-catalogue-collectif-des-collections-des-musees-de-France-sur-POP-plateforme-ouverte-du-patrimoine;Aucune;1 liste;;PDF;France entière;;Ouvert;2021-12-15;Actif;France entière;Ouvrable
CAT-0119;Tableau de bord de la DRAC Grand-Est;Synthèse des chiffres clés de la DRAC par grande mission;Pluridisciplinaire;;Direction régionale des affaires culturelles;DRAC Grand-Est;;;data-snum@culture.gouv.fr;;;;;;En continu;132 Ko;XLS;;Grand Est;;Non ouvert;2021-11-15;Actif;Grand Est;Ouvrable
CAT-0165;Référentiel des organismes producteurs des archives conservées aux Archives Nationales (AN);Référentiel décrivant de façon normalisée les entités (collectivités et personnes physiques ou morales) à l'origine des fonds archives conservés aux Archives Nationales (AN);Archives;;Service à compétence nationale;Archives nationales;;Direction du numérique et de la conservation / Département de l'administration des données;data-snum@culture.gouv.fr;;référentiel;;;"https://www.siv.archives-nationales.culture.gouv.fr/siv/ ;  https://francearchives.gouv.fr/fr/authorityrecord";En continu;16 188 notices;XML;;France entière;;Ouvert;2023-06-07;Actif;France entière;Ouvrable
CAT-0176;Référentiel d'indexation des langues des documents dans les inventaires des fonds des Archives Nationales;Référentiel permettant d'indexer la/les langue(s) dans lesquelles sont écrits les documents décrits dans les inventaires des fonds des Archives Nationales (AN);Archives;;Service à compétence nationale;Archives nationales;;Direction du numérique et de la conservation / Département de l'administration des données;data-snum@culture.gouv.fr;;référentiel;;http://data.culture.fr/entrepot/ARCHIVESNATIONALES/FRAN_RI_100_LanguesDeDocuments.csv;;Aucune;34 notices dans un fichier XML unique;XML;;France entière;;Non ouvert;2023-06-07;Actif;France entière;Ouvrable
CAT-0198;Périmètres de Monuments Historique -Ille-et-Vilaine  (Bretagne);Localisation des périmètres;Patrimoine;;Direction régionale des affaires culturelles;DRAC Bretagne;;UDAP 35;data-snum@culture.gouv.fr;Urbanisme;périmètre de protection d'un monument historique;;;http://atlas.patrimoines.culture.fr/atlas/;En continu;;CSV;;Bretagne;;Non ouvert;2021-11-15;Actif;Bretagne;ouvrable
CAT-0225;Contrats territoire-lecture et contrats départementaux lecture itinérance en Pays de la Loire;Liste des contrats territoire-lecture (CTL) et contrats départementaux lecture itinérance (CDLI) en Pays de la Loire;Livres et Presse;Livre;Direction régionale des affaires culturelles;DRAC Pays de la Loire;;Pôle CICACT;data-snum@culture.gouv.fr;;"contrat territoire-lecture (CTL) ; contrat départemental lecture itinérance (CDLI)";;;;En continu;1 Mo;XLS;;Pays de la Loire;;Non ouvert;2021-11-15;Actif;Pays de la Loire;Ouvrable
CAT-0008;Référentiel des producteurs d'archives (personnes morales ou physiques);Notices sur les producteurs d’archives (personnes morales ou physiques);Archives;;Service à compétence nationale;Archives Nationales du Monde du Travail;;;data-snum@culture.gouv.fr;;;;https://data.culture.gouv.fr/explore/dataset/les-vocabulaires-du-ministere-de-la-culture/table/?refine.producteur=Archives+nationales+du+monde+du+travail&sort=les_differents_thesaurus_disponibles;;En continu;;XML;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0095;Baromètre de la télévision de rattrapage (TVR);Baromètre mensuel du marché de la vidéo à la demande : consommation et public;Audiovisuel;Télévision;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/series-tv/etudes-et-rapports/statistiques/barometre-de-la-television-de-rattrapage-tvr;En continu;;;pdf;France métropolitaine;France entière;Ouvert;2021-11-15;Actif;France métropolitaine,France entière;Ouvrable
CAT-0104;Liste d'ouvrages de la bibliothèque - musée Magnin;Notices d'ouvrages conservés dans le fonds du musée Magnin mais en partie intégrés dans le logiciel Aleph (17e - 21e siècles);Bibliothèques;;Service à compétence nationale;Musée Magnin;;;data-snum@culture.gouv.fr;;;;;;Trimestrielle;2900 ouvrages;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
